province,address,price,Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation
Shengavit,"Մանանդյանի փողոց, Երևան","$160,000",Stone,No,Not available,4,45,2,1,from 2.7 m,2,Open balcony,Available,Major Renovation
Shengavit,"Arshakuniats Avenue, Yerevan","$79,000",Stone,No,Not available,5,55,2,1,from 2.75 m,4,Open balcony,Not available,Old Renovation
Shengavit,"Չեխովի փողոց, Երևան","$63,000",Panels,No,Available,9,45,1,1,from 2.75 m,7,Closed balcony,Not available,Old Renovation
Shengavit,Yerevan › Shengavit,"$95,000",Panels,No,Not available,9,97,3,1,from 2.75 m,4,Closed balcony,Not available,Old Renovation
Kentron,"Yeznik Koghbaci Street, Երևան","$129,000",Panels,No,Available,11,41,2,1,from 2.8 m,5,Not available,Available,Partial Renovation
Shengavit,"Մանանդյանի փողոց, Երևան","$81,000",Stone,No,Not available,5,48,1,1,from 2.8 m,5,Closed balcony,Not available,Euro Renovation
Avan,"Charents block, Yerevan","$79,000",Panels,No,Available,14,65,2,1,from 2.75 m,8,Closed balcony,Not available,Cosmetic Renovation
Avan,"Avan-Arinj 1st micro, Yerevan","$65,500",Panels,No,Available,14,47,1,1,from 2.7 m,3,Closed balcony,Not available,Cosmetic Renovation
Shengavit,"Մանանդյանի փողոց, Երևան","$100,000",Stone,No,Not available,4,70,2,1,from 3 m,4,Closed balcony,Not available,Euro Renovation
Avan,"Hrachya Acharyan street, Yerevan","$70,000",Stone,No,Not available,5,43,1,1,from 2.7 m,5,Not available,Not available,Euro Renovation
Avan,Yerevan › Avan,"$104,000",Panels,No,Available,9,83,3,1,from 2.75 m,4,Closed balcony,Not available,Cosmetic Renovation
Shengavit,"Yeghbayrutyan Street, Yerevan","$107,000",Stone,No,Not available,4,78,3,1,from 2.75 m,4,Multiple balconies,Partial Furniture,Euro Renovation
Avan,"Marshal Khudyakov street, Yerevan","$95,000",Panels,No,Available,9,78,3,1,from 2.7 m,9,Closed balcony,Not available,Partial Renovation
Davitashen,"Tigran Petrosyan street, Yerevan","$175,000",Panels,No,Available,9,96,4,1,from 2.7 m,1,Closed balcony,Available,Euro Renovation
Avan,"Duryan street, Yerevan","$80,000",Panels,No,Available,9,75,3,1,from 2.75 m,6,Closed balcony,Not available,Partial Renovation
Shengavit,"Կիևյան փողոց, Երևան","$188,000",Stone,No,Not available,5,80,3,1,from 3 m,3,Open balcony,Available,Major Renovation
Avan,"Avan-Arinj 1st micro, Yerevan","$60,000",Panels,No,Not available,9,45,1,1,from 2.7 m,8,Closed balcony,Not available,Old Renovation
Avan,"Նարեկացի թաղամաս, Երևան","$95,000",Panels,No,Available,16,80,3,1,from 2.75 m,7,Closed balcony,Not available,Partial Renovation
Avan,"Duryan street, Yerevan","$80,000",Panels,No,Available,9,73,3,1,from 2.7 m,4,Closed balcony,Not available,Partial Renovation
Avan,"Դուրյան թաղամաս, Երևան","$64,500",Panels,No,Available,9,46,1,1,from 2.7 m,1,Closed balcony,Not available,Partial Renovation
Avan,"Avan-Arinj 1st Microdistrict, Yerevan","$85,000",Panels,No,Available,9,75,3,1,from 2.7 m,9,Closed balcony,Not available,Cosmetic Renovation
Avan,"Avan-Arinj 2nd micro, Yerevan","$96,000",Panels,No,Available,9,74,3,1,from 2.75 m,8,Closed balcony,Not available,Old Renovation
Avan,"Toumanyan block, Yerevan","$74,000",Panels,No,Not available,9,67,2,1,from 2.75 m,2,Closed balcony,Not available,Old Renovation
Avan,"Հրաչյա Աճառյան 2րդ նրբ., Երևան","$110,000",Stone,No,Not available,5,105,4,1,from 2.75 m,1,Closed balcony,Not available,Major Renovation
Avan,"Avan-Arinj 1st micro, Yerevan","$105,000",Panels,No,Available,9,85,3,1,from 2.75 m,5,Closed balcony,Partial Furniture,Partial Renovation
Avan,"Tsarav Aghbyuri Street, Yerevan","$200,000",Monolith,Yes,Available,13,94,3,1,from 2.75 m,6,Closed balcony,Partial Furniture,Euro Renovation
Kanaker-Zeytun,"Dro street, Yerevan","$82,000",Stone,No,Not available,4,45,1,1,from 2.7 m,4,Closed balcony,By agreement,Euro Renovation
Avan,"Isahakyan block, Yerevan","$65,000",Panels,No,Available,9,46,1,1,from 2.7 m,5,Closed balcony,Not available,Partial Renovation
Avan,"Ավան-Առինջի 1-ին միկրոշրջան, Երևան","$64,500",Panels,No,Available,13,47,1,1,from 2.75 m,4,Closed balcony,Not available,Euro Renovation
Avan,"Sayat-Nova block, Yerevan","$67,500",Panels,No,Available,9,46,1,1,from 2.7 m,8,Closed balcony,Not available,Old Renovation
Avan,"Բրյուսով թաղամաս, Երևան","$62,000",Panels,No,Available,9,45,1,1,from 2.75 m,7,Closed balcony,Not available,Cosmetic Renovation
Avan,"Ավան-Առինջի 1-ին միկրոշրջան, Երևան","$93,000",Panels,No,Available,9,60,1,1,from 2.75 m,5,Closed balcony,By agreement,Major Renovation
Malatia-Sebastia,"Arno Babajanian street 61, Yerevan","$73,000",Panels,No,Available,9,52,3,1,from 2.5 m,9,Closed balcony,Not available,Major Renovation
Kentron,"Avetik Isahakyan street, Yerevan","$290,000",Stone,No,Not available,5,90,3,1,from 3.2 m,4,Open balcony,By agreement,Major Renovation
Ajapnyak,"Նորաշեն թաղամաս, Երևան","$47,000",Panels,No,Available,16,28,2,1,from 2.75 m,10,Not available,Not available,Euro Renovation
Avan,"Quchak block, Yerevan","$75,000",Panels,No,Available,9,52,1,1,from 2.75 m,4,Closed balcony,Not available,Partial Renovation
Kanaker-Zeytun,"Raynis street, Yerevan","$90,000",Panels,No,Not available,4,64,3,1,from 2.7 m,4,Closed balcony,Not available,Cosmetic Renovation
Avan,"Չարենց թաղամաս, Yerevan","$81,000",Panels,No,Available,14,65,2,1,from 2.7 m,10,Closed balcony,Not available,Partial Renovation
Kentron,"Կիլիկիա թաղամաս, Երևան","$98,000",Stone,No,Not available,4,54,3,1,from 2.75 m,4,Multiple balconies,Partial Furniture,Euro Renovation
Avan,"Դուրյան թաղամաս, Երևան","$92,000",Panels,No,Available,9,76,3,1,from 2.7 m,5,Closed balcony,By agreement,Cosmetic Renovation
Avan,"Նարեկացու թաղամաս, Երևան","$70,000",Panels,No,Available,9,54,1,1,from 2.7 m,7,Closed balcony,Not available,Old Renovation
Avan,Yerevan › Avan,"$65,500",Panels,No,Available,9,45,1,1,from 2.75 m,1,Closed balcony,Not available,Cosmetic Renovation
Avan,"Daniel Varujan street, Yerevan","$97,500",Panels,No,Available,9,82,3,1,from 2.7 m,5,Closed balcony,Partial Furniture,Euro Renovation
Avan,"Նարեկացու թաղամաս, Երևան","$71,500",Panels,No,Available,9,54,2,1,from 2.75 m,1,Closed balcony,By agreement,Cosmetic Renovation
Avan,"Isahakyan block, Yerevan","$98,000",Panels,No,Available,9,80,3,1,from 2.75 m,9,Closed balcony,Partial Furniture,Euro Renovation
Avan,"Թումանյան թաղամաս, Երևան","$79,500",Panels,No,Available,9,65,2,1,from 2.75 m,9,Closed balcony,Not available,Old Renovation
Malatia-Sebastia,"Raffi street, Yerevan","$120,000",Panels,No,Available,15,81,4,1,from 2.8 m,6,Not available,Available,Major Renovation
Avan,"Avan-Arinj 1st micro, Yerevan","$77,000",Panels,No,Available,9,65,2,1,from 2.75 m,9,Closed balcony,Not available,Partial Renovation
Avan,"Նարեկացու թաղամաս, Երևան","$78,500",Panels,No,Available,9,54,1,1,from 2.75 m,9,Closed balcony,Not available,Old Renovation
Avan,"Բրյուսով թաղամաս, Երևան","$98,500",Panels,No,Available,9,78,3,1,from 2.75 m,4,Closed balcony,Not available,Cosmetic Renovation
Avan,"Դուրյան թաղամաս, Երևան","$92,000",Panels,No,Available,9,76,4,1,from 2.75 m,7,Closed balcony,Not available,Old Renovation
Avan,"Tsarav Aghbyuri Street, Yerevan","$140,000",Monolith,Yes,Available,14,70,2,1,from 2.75 m,13,Closed balcony,Not available,Euro Renovation
Avan,"Avan-Arinj 1st micro, Yerevan","$95,000",Panels,No,Available,9,78,3,1,from 2.7 m,7,Closed balcony,Not available,Partial Renovation
Erebuni,"Rostovyan street, Yerevan","$119,000",Stone,No,Not available,5,75,3,1,from 2.75 m,3,Closed balcony,By agreement,Euro Renovation
Avan,Yerevan › Avan,"$97,500",Panels,No,Available,14,77,3,1,from 2.7 m,2,Closed balcony,Not available,Cosmetic Renovation
Erebuni,"Erebuni street, Yerevan","$100,000",Stone,No,Not available,5,90,3,1,from 2.8 m,5,Open balcony,Available,Euro Renovation
Avan,"Avan-Arinj 1st micro, Yerevan","$78,000",Panels,No,Available,9,62,2,1,from 2.7 m,9,Closed balcony,Not available,Old Renovation
Avan,"Avan-Arinj 2nd micro, Yerevan","$97,000",Panels,No,Available,9,75,3,1,from 2.75 m,9,Closed balcony,Available,Cosmetic Renovation
Avan,Yerevan › Avan,"$96,500",Panels,No,Available,9,67,2,1,from 2.6 m,5,Closed balcony,Not available,Euro Renovation
Avan,"Avan-Arinj 1st micro, Yerevan","$115,000",Panels,No,Available,14,108,4,1,from 2.75 m,8,Closed balcony,Not available,Old Renovation
Avan,"Hovhanisyan block, Yerevan","$88,500",Panels,No,Not available,9,78,3,1,from 2.75 m,7,Closed balcony,Not available,Old Renovation
Kentron,"Sayat Nova avenue, Yerevan","$380,000",Monolith,Yes,Available,6,85,3,2,from 3.2 m,3,Open balcony,Available,Designer Renovation
Avan,"Ավան-Առինջ 2-րդ միկրոշրջան, Երևան","$80,000",Panels,No,Available,9,66,2,1,from 2.75 m,1,Closed balcony,Not available,Euro Renovation
Kentron,"Nalbandyan street, Երևան","$310,000",Stone,No,Not available,5,85,3,2,from 3 m,2,Not available,By agreement,Euro Renovation
Avan,Yerevan › Avan,"$81,000",Panels,No,Available,9,67,2,1,from 2.75 m,7,Closed balcony,Not available,Partial Renovation
Avan,"Չարենց թաղամաս, Yerevan","$89,000",Panels,No,Available,14,85,3,1,from 2.7 m,12,Closed balcony,Not available,Partial Renovation
Avan,"Charents block, Yerevan","$71,000",Panels,No,Available,14,65,2,1,from 2.75 m,4,Closed balcony,Not available,Euro Renovation
Avan,"Hovhanisyan block, Yerevan","$82,000",Panels,No,Available,9,80,3,1,from 2.7 m,8,Closed balcony,Not available,Partial Renovation
Avan,"Toumanyan block, Yerevan","$110,000",Panels,No,Available,9,90,4,1,from 2.75 m,5,Closed balcony,Not available,Euro Renovation
Avan,"Իսահակյան թաղամաս, Երևան","$83,000",Panels,No,Available,9,60,2,1,from 2.7 m,2,Closed balcony,Not available,Cosmetic Renovation
Avan,"Չարենց թաղամաս, Yerevan","$68,500",Panels,No,Available,14,50,1,1,from 2.7 m,5,Closed balcony,Not available,Old Renovation
Avan,"Isahakyan block, Yerevan","$72,500",Panels,No,Available,9,60,2,2,from 2.75 m,7,Multiple balconies,Not available,No Renovation
Avan,"Ավան-Առինջ 1-ին միկրոշրջան, Երևան","$63,000",Panels,No,Available,14,46,1,1,from 2.75 m,3,Closed balcony,Not available,Cosmetic Renovation
Kanaker-Zeytun,"Դուրյան թաղամաս, Երևան","$63,000",Panels,No,Available,9,48,1,1,from 2.7 m,7,Closed balcony,Not available,Euro Renovation
Avan,"Charents block, Yerevan","$62,500",Panels,No,Available,14,54,2,1,from 2.75 m,1,Open balcony,Not available,Old Renovation
Avan,"Դուրյան թաղամաս, Երևան","$98,000",Panels,No,Available,9,88,4,1,from 2.7 m,7,Closed balcony,Not available,Partial Renovation
Avan,"Ավան-Առինջի 1-ին միկրոշրջան, Երևան","$78,500",Panels,No,Available,9,67,2,1,from 2.75 m,7,Closed balcony,Not available,Partial Renovation
Arabkir,"Arabkir 51-st street, Yerevan","$75,500",Panels,No,Available,12,48,2,1,from 2.75 m,4,Open balcony,Not available,Euro Renovation
Avan,"Թումանյան թաղամաս, Երևան","$81,500",Panels,No,Available,9,67,2,1,from 2.75 m,1,Closed balcony,Not available,Cosmetic Renovation
Kentron,"Աղասի Խանջյանի փողոց, Երևան","$183,000",Panels,No,Available,9,65,2,1,from 2.75 m,4,Open balcony,By agreement,Partial Renovation
Davitashen,"Davidashen 4-th block, Yerevan","$74,500",Panels,No,Available,9,60,2,1,from 2.8 m,5,Not available,Not available,Old Renovation
Nor Nork,"Aksel Bakunts street, Yerevan","$60,000",Panels,No,Not available,5,36,1,1,from 2.6 m,4,Closed balcony,Not available,Designer Renovation
Ajapnyak,"Գևորգ Չաուշի փողոց 140, Երևան","$115,000",Stone,Yes,Available,4,77,3,1,from 3 m,2,Open balcony,Not available,No Renovation
Shengavit,"Sharuri street lane 19, Երևան","$52,000",Panels,No,Not available,4,31,1,1,from 2.6 m,4,Not available,Not available,Designer Renovation
Kentron,"Մաշտոցի պողոտա 3, Երևան","$140,000",Stone,No,Not available,4,30,2,1,from 3.2 m,2,Not available,Available,Euro Renovation
Avan,"Tsarav Aghbyuri Street, Yerevan","$235,000",Monolith,Yes,Available,13,101,3,2,from 3.2 m,12,Multiple balconies,Available,Euro Renovation
Kentron,"Մխիթար Հերացու փողոց, Երևան","€199,999",Stone,No,Available,7,190,6,3+,from 2.8 m,7,Multiple balconies,Available,Old Renovation
Erebuni,"Խաղաղ Դոնի փողոց 1/69, Երևան","$71,000",Panels,No,Available,9,45,2,1,from 2.8 m,6,Open balcony,Partial Furniture,Euro Renovation
Arabkir,"Hrachya Kochar Street, Yerevan","$88,000",Stone,No,Not available,5,49,2,1,from 3 m,5,Open balcony,Available,Euro Renovation
Kanaker-Zeytun,"Դուրյան թաղամաս, Երևան","$63,000",Panels,No,Available,9,48,1,1,from 2.7 m,7,Closed balcony,Not available,Euro Renovation
Avan,"Charents block, Yerevan","$62,500",Panels,No,Available,14,54,2,1,from 2.75 m,1,Open balcony,Not available,Old Renovation
Avan,"Դուրյան թաղամաս, Երևան","$98,000",Panels,No,Available,9,88,4,1,from 2.7 m,7,Closed balcony,Not available,Partial Renovation
Avan,"Ավան-Առինջի 1-ին միկրոշրջան, Երևան","$78,500",Panels,No,Available,9,67,2,1,from 2.75 m,7,Closed balcony,Not available,Partial Renovation
Arabkir,"Arabkir 51-st street, Yerevan","$75,500",Panels,No,Available,12,48,2,1,from 2.75 m,4,Open balcony,Not available,Euro Renovation
Avan,"Թումանյան թաղամաս, Երևան","$81,500",Panels,No,Available,9,67,2,1,from 2.75 m,1,Closed balcony,Not available,Cosmetic Renovation
Kentron,"Աղասի Խանջյանի փողոց, Երևան","$183,000",Panels,No,Available,9,65,2,1,from 2.75 m,4,Open balcony,By agreement,Partial Renovation
Avan,"Նարեկացի թաղամաս, Երևան","$105,000",Panels,No,Available,16,98,4,1,from 2.7 m,2,Closed balcony,Not available,Cosmetic Renovation
Kentron,"Mesrop Mashtots Avenue, Երևան","$190,000",Panels,No,Available,12,68,3,1,from 2.7 m,12,Open balcony,By agreement,Euro Renovation
Avan,"Duryan street, Yerevan","$68,000",Panels,No,Available,9,48,1,1,from 2.75 m,2,Closed balcony,Available,Euro Renovation
Malatia-Sebastia,"Arno Babajanian street, Yerevan","$95,000",Panels,No,Available,9,75,3,2,from 2.75 m,3,Closed balcony,Available,Euro Renovation
Nor Nork,"Կարախանյան փողոց, Երևան","$82,000",Panels,No,Available,9,80,3,1,from 2.75 m,7,Closed balcony,Not available,Euro Renovation
Kentron,"Abovyan street, Երևան","$280,000",Monolith,Yes,Available,10,67,3,1,from 3 m,9,Open balcony,By agreement,Euro Renovation
Avan,"Bryusov block, Yerevan","$82,000",Panels,No,Available,9,66,2,1,from 2.75 m,1,Closed balcony,Not available,Euro Renovation
Kentron,"Saryan street, Երևան","$183,000",Panels,No,Available,9,70,2,1,from 2.8 m,2,Open balcony,By agreement,Major Renovation
Avan,"Avan-Arinj 2nd micro, Yerevan","$89,500",Panels,No,Available,9,75,3,1,from 2.75 m,2,Closed balcony,Not available,Cosmetic Renovation
Kentron,"Mesrop Mashtots Avenue, Երևան","$175,000",Stone,No,Not available,5,34,1,1,from 3 m,3,Not available,By agreement,Euro Renovation
Kentron,"Aram Street, Yerevan","$300,000",Stone,No,Not available,5,90,3,1,from 3 m,3,Open balcony,By agreement,Major Renovation
Avan,Yerevan › Avan,"$115,000",Panels,No,Available,9,92,4,1,from 2.75 m,9,Closed balcony,By agreement,Designer Renovation
Kentron,"Mesrop Mashtots Avenue, Yerevan","$315,000",Stone,No,Not available,5,90,3,1,from 3.2 m,2,Closed balcony,By agreement,Major Renovation
Avan,"Toumanyan block, Yerevan","$80,000",Panels,No,Available,9,68,2,1,from 2.7 m,9,Closed balcony,Not available,Cosmetic Renovation
Avan,"Դուրյան թաղամաս, Երևան","$81,500",Panels,No,Available,9,64,2,1,from 2.75 m,8,Closed balcony,Not available,Old Renovation
Avan,"Narekatsi block, Yerevan","$62,000",Panels,No,Available,16,48,1,1,from 2.75 m,10,Closed balcony,Not available,Partial Renovation
Avan,"Hrachya Acharyan street 1st lane, Yerevan","$60,000",Stone,No,Not available,4,40,1,1,from 2.6 m,4,Closed balcony,Not available,Old Renovation
Avan,"Quchak block, Yerevan","$72,000",Panels,No,Available,9,54,1,1,from 2.7 m,7,Closed balcony,Not available,Partial Renovation
Kentron,"Saryan street, Երևան","$145,000",Panels,No,Available,10,42,2,1,from 2.7 m,4,Not available,By agreement,Euro Renovation
Kentron,"Mesrop Mashtots Avenue, Yerevan","$200,000",Monolith,No,Available,16,99,3,1,from 2.75 m,8,Open balcony,By agreement,Old Renovation
Avan,"Hrachya Acharyan Street 1st Deadlock, Yerevan","$55,000",Stone,No,Not available,4,36,1,1,from 2.6 m,4,Closed balcony,Available,Cosmetic Renovation
Avan,"Ավան-Առինջի 1-ին միկրոշրջան, Երևան","$81,000",Panels,No,Available,9,68,2,1,from 2.75 m,8,Closed balcony,Not available,Partial Renovation
Kentron,"Frik Street, Yerevan","$220,000",Panels,No,Available,9,90,3,1,from 2.7 m,5,Open balcony,Not available,Euro Renovation
Avan,Yerevan › Avan,"$92,000",Panels,No,Available,16,83,3,1,from 2.7 m,16,Closed balcony,Not available,Cosmetic Renovation
Avan,"Հրաչյա Աճառյանի փողոց, Երևան","$62,000",Stone,No,Not available,4,48,1,1,from 2.6 m,3,Closed balcony,Not available,Partial Renovation
Malatia-Sebastia,"Monte Melkonyan Avenue, Yerevan","$185,000",Monolith,Yes,Available,13,110,3,2,from 3 m,5,Multiple balconies,Not available,No Renovation
Avan,"Avan-Arinj 1st micro, Yerevan","$65,000",Panels,No,Available,9,44,1,1,from 2.8 m,3,Closed balcony,Not available,No Renovation
Shengavit,"Shirak street, Yerevan","$46,000",Stone,No,Not available,4,30,1,1,from 2.7 m,1,Open balcony,Not available,No Renovation
Kentron,"Nalbandyan street, Yerevan","$255,000",Stone,No,Available,5,86,3,1,from 2.8 m,3,Open balcony,By agreement,Major Renovation
Kentron,"Yeznik Koghbaci Street, Երևան","$230,000",Stone,No,Not available,5,65,3,1,from 2.8 m,4,Open balcony,By agreement,Euro Renovation
Kentron,"Tumanyan street, Երևան","$300,000",Stone,No,Not available,5,68,2,1,from 3 m,5,Closed balcony,By agreement,Designer Renovation
Kentron,"Abovyan street, Երևան","$160,000",Stone,No,Available,5,37,1,1,from 3 m,5,Open balcony,By agreement,Major Renovation
Kentron,"Բյուզանդի փողոց, Երևան","$350,000",Monolith,Yes,Available,17,100,3,2,from 3 m,5,Open balcony,Not available,No Renovation
Kentron,"Marshal Baghramyan avenue, Yerevan","$205,000",Panels,No,Available,9,84,3,1,from 2.8 m,4,Multiple balconies,Available,Major Renovation
Kentron,"Mesrop Mashtots Avenue, Yerevan","$260,000",Monolith,Yes,Available,14,67,2,2,from 3.2 m,12,Not available,By agreement,Euro Renovation
Kentron,"Tumanyan street, Yerevan","$185,000",Stone,No,Not available,5,41,2,1,from 3.2 m,2,Open balcony,Available,Designer Renovation
Arabkir,"Komitas Avenue 8, Yerevan","$170,000",Monolith,Yes,Available,14,102,3,2,from 3 m,3,Not available,Not available,No Renovation
Kentron,"Nalbandyan street, Երևան","$135,000",Stone,No,Not available,5,46,1,1,from 2.75 m,2,Not available,By agreement,Old Renovation
Arabkir,"Gyulbenkyan street, Yerevan","$155,000",Stone,No,Not available,5,78,3,1,from 2.7 m,3,Multiple balconies,Partial Furniture,Euro Renovation
Kentron,"Pushkin street, Երևան","$250,000",Panels,No,Available,9,90,3,1,from 2.7 m,8,Not available,By agreement,Euro Renovation
Kentron,"Charents street, Yerevan","$130,000",Stone,No,Not available,5,54,2,1,from 3 m,2,Not available,Not available,Major Renovation
Kentron,"Tpagrichner Street, Yerevan","$170,000",Stone,No,Not available,4,75,2,1,from 3 m,3,Open balcony,Not available,Old Renovation
Kentron,"Tumanyan street, Yerevan","$105,000",Stone,No,Not available,5,38,2,1,from 3 m,1,Not available,By agreement,Euro Renovation
Shengavit,"Mantashyan street, Yerevan","$160,000",Stone,No,Not available,5,94,3,2,from 2.75 m,5,Open balcony,Partial Furniture,Euro Renovation
Kentron,"Խաչատուր Աբովյանի փողոց, Երևան","$200,000",Stone,No,Not available,4,75,2,1,from 3.5 m,3,Open balcony,Not available,Old Renovation
Kentron,"Sayat Nova avenue, Yerevan","$215,000",Stone,No,Not available,5,68,3,1,from 3.2 m,3,Open balcony,By agreement,Major Renovation
Shengavit,"Garegin Nzhdeh Street, Yerevan","$95,000",Stone,No,Not available,4,85,3,1,from 3.2 m,4,Closed balcony,Not available,No Renovation
Kentron,"Tumanyan street, Երևան","$260,000",Panels,No,Available,9,110,4,2,from 2.8 m,8,Open balcony,By agreement,Old Renovation
Kentron,"Teryan street, Yerevan","$350,000",Stone,No,Not available,4,107,3,2,from 3.2 m,4,Open balcony,Available,Major Renovation
Malatia-Sebastia,"Zoravar Andranik street, Yerevan","$85,000",Panels,No,Available,9,65,2,2,from 2.75 m,3,Closed balcony,Partial Furniture,Partial Renovation
Kentron,"Teryan street, Yerevan","$200,000",Panels,No,Available,10,70,2,1,from 2.8 m,4,Open balcony,By agreement,Euro Renovation
Shengavit,"Bagratunyats Avenue, Yerevan","€90,000",Panels,No,Available,14,54,2,1,from 2.75 m,4,Closed balcony,Available,Euro Renovation
Kentron,"Mesrop Mashtots Avenue, Երևան","$350,000",Stone,No,Not available,4,90,4,2,from 3 m,4,Multiple balconies,By agreement,Designer Renovation
Kentron,"Byuzand Street, Yerevan","$650,000",Monolith,Yes,Available,16,125,3,2,from 3 m,14,Multiple balconies,Not available,Designer Renovation
Shengavit,"Garegin Nzhdeh Street, Yerevan","$55,000",Stone,No,Not available,4,30,1,1,from 2.7 m,4,Open balcony,Available,Old Renovation
Kentron,"Teryan street, Yerevan","$300,000",Stone,No,Not available,5,100,3,2,from 3 m,2,Not available,By agreement,Euro Renovation
Kentron,"Byuzand Street, Երևան","$320,000",Monolith,Yes,Available,16,65,2,1,from 3 m,12,Open balcony,By agreement,Euro Renovation
Malatia-Sebastia,Yerevan › Malatia-Sebastia,"$71,000",Panels,No,Available,9,40,1,1,from 2.75 m,7,Closed balcony,Available,Euro Renovation
Arabkir,"Hovsep Emin street, Yerevan","$150,000",Panels,No,Not available,14,90,4,1,from 2.8 m,6,Not available,By agreement,Euro Renovation
Kentron,"Աբովյան փողոց, Yerevan","$450,000",Monolith,Yes,Available,6,82,3,1,from 3 m,6,Not available,Available,Major Renovation
Shengavit,"Sharuri street, Yerevan","$100,000",Stone,No,Not available,4,92,4,1,from 3 m,2,Open balcony,Not available,Major Renovation
Shengavit,"Աերացիա թաղամաս, Երևան","$55,000",Stone,No,Not available,5,46,1,1,from 2.8 m,2,Closed balcony,Partial Furniture,Partial Renovation
Arabkir,"Կոմիտասի պողոտա, Yerevan","$135,000",Stone,No,Not available,5,65,2,1,from 3.2 m,2,Not available,Not available,Old Renovation
Arabkir,"Արամ Խաչատրյանի փողոց, Yerevan","$175,000",Stone,No,Not available,5,113,4,1,from 2.8 m,3,Open balcony,By agreement,Major Renovation
Arabkir,"Vratsakan street, Yerevan","$127,000",Stone,No,Not available,5,97,3,2,from 2.8 m,3,Multiple balconies,Partial Furniture,Major Renovation
Kentron,"Nalbandyan street, Yerevan","$150,000",Stone,No,Not available,5,45,2,1,from 2.75 m,4,Not available,By agreement,Cosmetic Renovation
Arabkir,"Նաիրի Զարյան փողոց, Երևան","$130,000",Panels,No,Available,12,63,3,1,from 2.8 m,2,Not available,Available,Major Renovation
Kentron,"Khanjyan Street, Yerevan","$190,000",Stone,No,Available,5,70,2,1,from 3.2 m,5,Open balcony,By agreement,Major Renovation
Arabkir,"Azatutyan avenue, Երևան","$95,000",Stone,No,Not available,5,37,2,1,from 3 m,2,Open balcony,By agreement,Major Renovation
Arabkir,"Գյուլբենկյան փողոց, Yerevan","$130,000",Panels,No,Available,14,81,3,1,from 2.8 m,4,Closed balcony,Available,Major Renovation
Arabkir,"Babayan street, Yerevan","$124,000",Stone,No,Not available,5,76,3,1,from 3 m,3,Closed balcony,Not available,Partial Renovation
Davitashen,"Davidashen 4-th block, Yerevan","$87,000",Panels,No,Available,14,64,2,1,from 2.8 m,4,Closed balcony,Not available,Old Renovation
Kentron,"Ծատուրյան փողոց, Երևան","$105,000",Panels,No,Available,14,62,2,1,from 2.75 m,1,Not available,Available,Cosmetic Renovation
Kentron,"Sayat Nova avenue, Yerevan","$150,000",Stone,No,Not available,4,32,1,1,from 3 m,4,Open balcony,Available,Major Renovation
Kentron,"Argishti street, Yerevan","$250,000",Monolith,Yes,Available,15,90,3,2,from 3 m,1,Not available,By agreement,Major Renovation
Ajapnyak,"Mazmanyan Street, Yerevan","$120,000",Panels,No,Available,14,120,4,1,from 2.8 m,11,Open balcony,Partial Furniture,Old Renovation
Davitashen,"Davidashen 2-nd block, Yerevan","$83,000",Panels,No,Available,9,53,2,1,from 2.8 m,2,Closed balcony,Available,Cosmetic Renovation
Davitashen,"Davidashen 1-st block, Yerevan","$245,000",Monolith,Yes,Available,12,124,4,2,from 2.75 m,9,Open balcony,Available,Major Renovation
Davitashen,"Davidashen 2-nd street, Yerevan","$140,000",Panels,No,Available,14,108,4,2,from 2.8 m,9,Open balcony,Not available,Major Renovation
Davitashen,"Դավթաշենի 4-րդ զանգված, Երևան","$155,000",Monolith,Yes,Available,14,67,2,1,from 3 m,4,Closed balcony,Partial Furniture,Euro Renovation
Davitashen,"Anastas Mikoyan street, Yerevan","$120,000",Monolith,Yes,Available,15,64,2,1,from 3 m,4,Open balcony,Not available,Major Renovation
Malatia-Sebastia,"Gusan Sheram Street, Yerevan","$100,000",Stone,No,Not available,5,83,4,1,from 2.75 m,5,Open balcony,Available,Partial Renovation
Kanaker-Zeytun,"Զաքարիա Քանաքեռցու փողոց, Երևան","$113,000",Panels,No,Available,9,93,4,1,from 2.75 m,7,Closed balcony,Not available,Old Renovation
Davitashen,"Davidashen 2-nd block, Yerevan","$102,000",Panels,No,Available,10,71,2,1,from 2.8 m,4,Multiple balconies,Partial Furniture,Old Renovation
Kentron,"Abovyan street, Yerevan","$322,000",Stone,No,Not available,4,89,3,2,from 3 m,4,Closed balcony,Partial Furniture,Major Renovation
Davitashen,"Davidashen 4-th block, Yerevan","$113,000",Panels,No,Available,9,98,3,1,from 2.8 m,9,Open balcony,By agreement,Cosmetic Renovation
Kentron,"Amiryan Street, Yerevan","$130,000",Panels,No,Available,11,40,1,1,from 3 m,10,Open balcony,Available,Major Renovation
Malatia-Sebastia,Yerevan › Malatia-Sebastia,"$100,000",Panels,No,Available,9,74,3,1,from 2.8 m,7,Closed balcony,Available,Partial Renovation
Arabkir,"Կոմիտասի պողոտա, Yerevan","$139,000",Stone,No,Not available,5,83,3,1,from 2.8 m,4,Multiple balconies,Available,Cosmetic Renovation
Shengavit,"Shirak street, Yerevan","$120,000",Panels,No,Not available,4,102,4,1,from 2.6 m,1,Not available,Available,Designer Renovation
